solar_power,solar_seas_ind,wind_power,wind_std,offshore_wind_potential,hydro_potential,geothermal_potential,evi,res_area,mu_1.5_0,mu_1.5_1,mu_1.5_2,cluster_hard_1.5,mu_1.8_0,mu_1.8_1,mu_1.8_2,cluster_hard_1.8,mu_2.1_0,mu_2.1_1,mu_2.1_2,cluster_hard_2.1,mu_2.4_0,mu_2.4_1,mu_2.4_2,cluster_hard_2.4,mu_2.7_0,mu_2.7_1,mu_2.7_2,cluster_hard_2.7,mu_3.0_0,mu_3.0_1,mu_3.0_2,cluster_hard_3.0,st_0.4_const_ass,st_0.6_const_ass,st_0.8_const_ass,st_1_const_ass,st_0.4_thr_0.5,st_0.6_thr_0.5,st_0.8_thr_0.5,st_1_thr_0.5,fuz_1.5_entropy,fuz_1.5_gap,fuz_1.8_entropy,fuz_1.8_gap,fuz_2.1_entropy,fuz_2.1_gap,fuz_2.4_entropy,fuz_2.4_gap,fuz_2.7_entropy,fuz_2.7_gap,fuz_3.0_entropy,fuz_3.0_gap
0.6205431146936133,-0.1854054711942056,-1.192384666882948,0.0278620590535811,0.0,6.891233283570036,0.0,0.6242290936003307,-1.6701191659119854,0.9918088202656028,0.0056378429104409,0.0025533368239562,0,0.9406307037750016,0.0365048819834304,0.0228644142415682,0,0.8590109084162483,0.0607067272688939,0.0802823643148577,0,0.1040295102316287,0.120609893872282,0.7753605958960893,2,0.6998712367104756,0.1524899319929906,0.1476388312965336,0,0.6399836995946444,0.1819927946393427,0.1780235057660129,0,1.0,1.0,1.0,1.0,0.9955172413793105,0.9947524752475247,0.9884405940594061,0.9775742574257424,0.047874984695370514,0.9861709773551619,0.24103058581206546,0.9041258217915712,0.45795748354144583,0.7787285441013906,0.6260745727355361,0.6547507020238073,0.7454564008812827,0.5473813047174849,0.8219004866668183,0.4579909049553017
0.8331090685113238,-0.2401742025669549,-0.8224816033333807,0.2315117271283502,0.0,6.563492237979098,0.0,0.7241372048488456,-0.4003917501130424,0.9983299777564736,0.0012037076347648,0.0004663146087614,0,0.978988163507006,0.0133680876425896,0.0076437488504044,0,0.933375894988184,0.0277176426847132,0.0389064623271027,0,0.0582177939880419,0.0702407845105165,0.8715414215014415,2,0.802695411635806,0.1013373244625066,0.0959672639016871,0,0.7380556636726513,0.1318722406217395,0.130072095705609,0,1.0,1.0,1.0,1.0,0.9955172413793105,0.9947524752475247,0.9884405940594061,0.9775742574257424,0.012140138829254212,0.9971262701217087,0.10533825493172407,0.9656200758644164,0.26401853843296624,0.8944694326610813,0.4295630301164394,0.801300636990925,0.5764827560359894,0.7013580871732994,0.6887239689499537,0.6061834230509118
0.8690903665590707,-0.1741009330246654,-0.8693849867135289,0.3584739480143014,0.0,6.494349613283983,0.0,0.5250209986179255,-0.4345619398792781,0.9985545213458904,0.0010440486659602,0.0004014299881494,0,0.9808867013577958,0.0121773494237108,0.0069359492184933,0,0.9377420521821956,0.0258705269135578,0.0363874209042466,0,0.0553705197528349,0.0668577210700253,0.8777717591771397,2,0.8097680245330298,0.0976853209298205,0.0925466545371497,0,0.7450873055255592,0.1283884063940642,0.1265242880803765,0,1.0,1.0,1.0,1.0,0.9955172413793105,0.9947524752475247,0.9884405940594061,0.9775742574257424,0.010696071339017166,0.9975104726799302,0.09747592305064684,0.9687093519340849,0.2506771845892032,0.901354631277949,0.4146347136143466,0.8109140381071144,0.562845061538665,0.7120827036032092,0.6775396719066714,0.616698899131495
0.820266900004234,-0.2447828828926417,-1.0957662899658145,-0.1238816531843425,0.0,6.773629912277979,1.8758230565163825,0.3960780147648358,0.251236981532937,0.9867880404116096,0.0093012810549244,0.003910678533466,0,0.9196928895473792,0.0500672963678323,0.0302398140847884,0,0.8256929638763972,0.0742023707939849,0.1001046653296179,0,0.120952846771802,0.141787573456923,0.737259579771275,2,0.6613596400102464,0.1723553632482173,0.1662849967415363,0,0.6035571131765234,0.2005250104316912,0.1959178763917853,0,1.0,1.0,1.0,1.0,0.9955172413793105,0.9947524752475247,0.9884405940594061,0.9775742574257424,0.0712835386525359,0.9774867593566852,0.3028459614537143,0.8696255931795469,0.5293396012039392,0.7255882985467793,0.6892282984115828,0.5954720063143519,0.7962797466285411,0.48900427676202907,0.8613680213913455,0.4030321027448322
0.3677385275136041,-0.0840125939441309,-1.174508440793122,0.3241943228270918,0.0,7.006333427832303,2.502502801107024,0.5813823547845978,-1.7872998893917378,0.9650697742900928,0.0232689551091703,0.011661270600737,0,0.8584404673254634,0.0847393890475135,0.056820143627023,0,0.7478547369199938,0.1116303182947624,0.1405149447852437,0,0.1604638724827622,0.1794806452167753,0.6600554823004624,2,0.5918611869140928,0.2049857534031387,0.2031530596827683,0,0.5437867221860285,0.2319796075492617,0.2242336702647097,0,1.0,1.0,1.0,1.0,0.9955172413793105,0.9947524752475247,0.9884405940594061,0.9775742574257424,0.15813488231680656,0.9418008191809225,0.4579729176761921,0.7737010782779499,0.6715703161223491,0.6073397921347501,0.7974588290352129,0.4805748370836871,0.8729832521472919,0.3868754335109541,0.9152135893213633,0.3118071146367668
0.399136677883268,-0.0936037402684723,-1.1774536606570607,0.0959741630505833,0.0,7.257139796271253,0.0,0.5495502832096218,-0.3560185854996004,0.9980285812599076,0.0013050539705591,0.0006663647695332,0,0.9758763309116536,0.014449787081203,0.0096738820071432,0,0.9255142157486352,0.0328628584349394,0.0416229258164254,0,0.0658177745899578,0.0740545410864326,0.8601276843236095,2,0.7910821099459606,0.1051190296396666,0.1037988604143727,0,0.7289908799853693,0.1377214484193259,0.1332876715953047,0,1.0,1.0,1.0,1.0,0.9955172413793105,0.9947524752475247,0.9884405940594061,0.9775742574257424,0.014118337075727605,0.9967235272893484,0.11826354130643012,0.9614265438304506,0.28782126620454174,0.8838912899322099,0.45643133340750075,0.7860731432371769,0.5983239985077233,0.685963080306294,0.7027710297558184,0.5912694315660434
0.5583081144617543,-0.1247613996103021,-1.1784160853413013,0.0690906513658001,0.0,7.217276302433022,1.5928332122574365,0.6031273653796505,-2.2538086870799887,0.9739406799213846,0.0172843313166863,0.0087749887619291,0,0.8804984534128066,0.0714493301237139,0.0480522164634794,0,0.7743654372571442,0.099851850859154,0.1257827118837016,0,0.148113509506205,0.1660516028170381,0.6858348876767568,2,0.6153393883420729,0.1935163414487202,0.1911442702092068,0,0.5645314755918313,0.2211111264326496,0.2143573979755191,0,1.0,1.0,1.0,1.0,0.9955172413793105,0.9947524752475247,0.9884405940594061,0.9775742574257424,0.12507856907516202,0.9566563486046983,0.40638315331294983,0.8090491232890927,0.6270202144525133,0.6485827253734426,0.764276058566236,0.5197832848597187,0.8491792865471103,0.4218230468933527,0.8980299021584464,0.3434203491591816
0.3962583998499973,-0.0880694638943004,-1.1500706873075102,0.0518353820818091,0.0,5.977319792732509,0.0,0.4745787360425517,0.1715647311607969,0.9977004809450816,0.0016973264710183,0.0006021925839002,0,0.9736025747750487,0.0170800813277214,0.0093173438972296,0,0.9202502763525844,0.0326677641019165,0.0470819595454991,0,0.066604100908511,0.0814386870700386,0.8519572120214504,2,0.7794880454927899,0.1133632484999986,0.1071487060072114,0,0.7145902924241677,0.1439570328838424,0.1414526746919898,0,1.0,1.0,1.0,1.0,0.9955172413793105,0.9947524752475247,0.9884405940594061,0.9775742574257424,0.016010042002188054,0.9960031544740633,0.1266378558901068,0.9565224934473273,0.30231426068414985,0.8731683168070853,0.4743893538795003,0.7705185249514117,0.619249235211667,0.6661247969927914,0.7243776843979727,0.5706332595403253
0.2097542092497646,-0.0162898901226547,-1.080738851790408,0.2262662266416345,0.0,7.29624652766988,0.0,0.4884420113434016,-1.6050606668821337,0.994144716418364,0.0037947207294864,0.0020605628521496,0,0.9511748048434704,0.0288107710373882,0.0200144241191415,0,0.8761710994222153,0.0553963622058474,0.0684325383719372,0,0.0971909951022525,0.107464443414308,0.7953445614834393,2,0.720851935987681,0.139718974659373,0.1394290893529459,0,0.6610134107861481,0.1726569105216872,0.1663296786921646,0,1.0,1.0,1.0,1.0,0.9955172413793105,0.9947524752475247,0.9884405940594061,0.9775742574257424,0.03616794539840252,0.9903499956888776,0.20761445666617612,0.9223640338060822,0.41837253145034786,0.8077385610502781,0.5901875245558935,0.6878801180691314,0.7151180143543204,0.581132961328308,0.7967046734872821,0.48835650026446087
0.3259877699393739,-0.0686597036925223,-1.131326062096064,0.0360792270454768,0.0,7.3371309222115615,0.0,0.6230607807167445,-0.4165238634012432,0.9978560228926332,0.0014029290480925,0.0007410480592741,0,0.9744174547291682,0.0152041797646333,0.0103783655061985,0,0.92212435718698,0.034603712072518,0.043271930740502,0,0.0684106533114767,0.0762958779095409,0.8552934687789823,2,0.7857379857430886,0.1075142480337137,0.1067477662231976,0,0.7239712215634866,0.1404544765526572,0.1355743018838562,0,1.0,1.0,1.0,1.0,0.9955172413793105,0.9947524752475247,0.9884405940594061,0.9775742574257424,0.015199950204225094,0.9964530938445407,0.12407352341370245,0.9592132749645349,0.2976900097553933,0.8788524264464781,0.4674115216395772,0.7789975908694413,0.6080969523231176,0.6782237377093749,0.7103951578214759,0.5835167450108294
