solar_power,solar_seas_ind,wind_power,wind_std,offshore_wind_potential,hydro_potential,geothermal_potential,evi,res_area,mu_1.5_0,mu_1.5_1,mu_1.5_2,mu_1.5_3,cluster_hard_1.5,mu_1.8_0,mu_1.8_1,mu_1.8_2,mu_1.8_3,cluster_hard_1.8,mu_2.1_0,mu_2.1_1,mu_2.1_2,mu_2.1_3,cluster_hard_2.1,mu_2.4_0,mu_2.4_1,mu_2.4_2,mu_2.4_3,cluster_hard_2.4,mu_2.7_0,mu_2.7_1,mu_2.7_2,mu_2.7_3,cluster_hard_2.7,mu_3.0_0,mu_3.0_1,mu_3.0_2,mu_3.0_3,cluster_hard_3.0,st_0.4_const_ass,st_0.6_const_ass,st_0.8_const_ass,st_1_const_ass,st_0.4_thr_0.5,st_0.6_thr_0.5,st_0.8_thr_0.5,st_1_thr_0.5,fuz_1.5_entropy,fuz_1.5_gap,fuz_1.8_entropy,fuz_1.8_gap,fuz_2.1_entropy,fuz_2.1_gap,fuz_2.4_entropy,fuz_2.4_gap,fuz_2.7_entropy,fuz_2.7_gap,fuz_3.0_entropy,fuz_3.0_gap
0.5419279355488035,-0.1814532890306513,-1.1188950490209046,0.3728864781618265,0.0,5.335738976983238,0.0,0.6578474395374867,0.4612795146998869,0.0005548158855135,0.0038031683151813,0.9878953874564372,0.0077466283428679,2,0.0616129760226255,0.0302209288352235,0.0083588200189135,0.8998072751232374,3,0.7594043277208585,0.0254310352240561,0.0683121835071917,0.1468524535478935,0,0.2159824538456533,0.0994139269972295,0.6398277197912191,0.0447758993658979,2,0.1483103530555594,0.6756116438616845,0.1014561527748075,0.0746218503079486,1,0.1400870968803543,0.0798587637416901,0.5098042855890098,0.2702498537889455,2,1.0,1.0,1.0,1.0,0.9987640449438202,0.9943258426966293,0.9863483146067415,0.9762359550561797,0.054125488992827056,0.9801487591135694,0.29751758991066096,0.8381942991006119,0.5535761080731869,0.612551874172965,0.7107407657269622,0.4238452659455658,0.7024390560209065,0.5273012908061251,0.8470418797454455,0.2395544318000643
0.4103854951800326,-0.1557101155874221,-1.0863139533165926,0.6874080605910337,0.0,6.323371330664608,0.0,0.601765664783658,0.5556941536277009,0.0003462440451871,0.0014650956637842,0.9927815596800902,0.0054071006109384,2,0.0425397537627089,0.0147736269011385,0.0054933442030349,0.9371932751331176,3,0.8305271867657578,0.0189376071144602,0.0412368717290855,0.1092983343906964,0,0.1720668776083966,0.070583343850007,0.7199401543402502,0.0374096242013461,2,0.1182706883588116,0.7169747963070088,0.097237295540996,0.0675172197931833,1,0.1183536497280605,0.0755358302043803,0.5715045105694965,0.2346060094980626,2,1.0,1.0,1.0,1.0,0.9987640449438202,0.9943258426966293,0.9863483146067415,0.9762359550561797,0.03443539207683203,0.9873744590691518,0.20627746904274527,0.8946535213704087,0.4348094630298261,0.7212288523750614,0.6127227279129068,0.5478732767318536,0.6489496149339858,0.5987041079481972,0.7989545345412056,0.3368985010714339
0.3019744296230867,-0.0915173242424712,-1.0623870025051962,0.5618880974748165,0.0,6.15807376649357,0.0,0.5960074302142506,-1.47031698915286,0.0005571801743225,0.0024603005410188,0.9888281840653376,0.0081543352193208,2,0.05418732155059,0.020125298892693,0.0073087248466129,0.918378654710104,3,0.8018025553523415,0.0225495641682108,0.0497993859045818,0.1258484945748658,0,0.1873505539262383,0.0796053602959172,0.6912496628133212,0.0417944229645232,2,0.1297958991596068,0.6912576657090783,0.1052537035408809,0.0736927315904338,1,0.1258829735099676,0.0798887391093528,0.5501193455248578,0.2441089418558218,2,1.0,1.0,1.0,1.0,0.9987640449438202,0.9943258426966293,0.9863483146067415,0.9762359550561797,0.04997494050326718,0.9806738488460167,0.25299303835546033,0.864191333159514,0.4853589549695668,0.6759540607774757,0.651498593867145,0.5038991088870829,0.6848501964682565,0.5614617665494716,0.819276900938012,0.306010403669036
0.4328103477412507,-0.1427475523506828,-1.0677698436601366,0.3931541347172581,0.0,7.0035250934036135,6.670477492097432,0.5998485970260761,-1.818866452417176,0.6104086246496352,0.0527039972808197,0.2292199711177303,0.1076674069518147,0,0.1978136441625612,0.1107813044005869,0.4077519808089851,0.2836530706278667,2,0.2890578922828449,0.320076194281433,0.1448726013050647,0.2459933121306574,1,0.2643552056398165,0.1645091735574052,0.2831144037669159,0.2880212170358623,3,0.1217208439895352,0.1832922072709865,0.525694635166607,0.1692923135728714,2,0.1875261984072201,0.2713682879649435,0.2732881926974909,0.2678173209303454,2,1.0,1.0,1.0,1.0,0.9807142857142858,0.9732142857142857,0.9657142857142859,0.9677777777777777,0.7459038140108997,0.3811886535319049,0.9287208163307126,0.1240989101811184,0.9725643822205184,0.031018301998588127,0.984198002857377,0.0049068132689464306,0.8699876806888172,0.3424024278956205,0.9919835529085961,0.001919904732547384
0.1342395004042043,-0.0450905329312499,-0.8139040199990988,0.3773155588944907,0.0,6.266508871426863,0.0,0.5558979684985944,-1.161221366775809,0.0001867349735073,0.0008199611173449,0.995649573240194,0.0033437306689536,2,0.0315163663328772,0.0100939524355948,0.003675365512199,0.9547143157193289,3,0.8648118133505474,0.0142219870618849,0.0313865008468118,0.0895796987407559,0,0.1501384448350517,0.057700240716107,0.7618711698551793,0.0302901445936618,2,0.1030489154151642,0.7543918223422913,0.0841422844567209,0.0584169777858235,1,0.1054301051307179,0.0668743841595373,0.6091844029286806,0.2185111077810641,2,1.0,1.0,1.0,1.0,0.9987640449438202,0.9943258426966293,0.9863483146067415,0.9762359550561797,0.022241000321484083,0.9923058425712404,0.15883986247074613,0.9231979493864516,0.36850520025898353,0.7752321146097915,0.5499671608768304,0.6117327250201277,0.5922191552772524,0.651342906927127,0.7591087879653997,0.3906732951476165
0.4902596087367068,-0.1654798310725544,-0.2946166640588671,0.1022034956502016,1.5891032332693673,0.0,0.0,-0.7469454346719393,0.5707891821762174,0.0005569029850222,0.9954047086162776,0.0023714532499751,0.0016669351487247,1,0.0194005165293019,0.95241003465135,0.0085920533760134,0.0195973954433346,1,0.0495544586256471,0.0284189870510464,0.864464464462362,0.0575620898609443,2,0.1006255539191736,0.7658894268963228,0.0805705463534451,0.0529144728310585,1,0.7221061210810666,0.1178149978725554,0.0741671989508944,0.0859116820954834,0,0.6136116216070164,0.0964630173775773,0.1284610906476489,0.1614642703677571,0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999397590361446,0.9981927710843375,0.024348593336656576,0.9930332553663025,0.17374413165676345,0.9328126392080154,0.3897623583724491,0.8069023746014177,0.5726013547748615,0.6652638729771492,0.642630566237465,0.6042911232085113,0.7814472367349409,0.4521473512392593
0.249739793856448,-0.0877140638795179,-1.0513036870428916,0.6953119531593857,0.0,6.616807821124383,0.0,0.5452688267701014,-0.3549249317807153,0.0001453262956678,0.0005528430789998,0.9968090526700576,0.0024927779552747,2,0.0227988767494978,0.0069846874781004,0.0027714816804774,0.9674449540919242,3,0.8954969765393276,0.0115010912348286,0.0239130269630306,0.0690889052628132,0,0.1255960322122583,0.048607135604321,0.7990909965001023,0.0267058356833183,2,0.0959378822436015,0.765080158419108,0.082677652076014,0.0563043072612763,1,0.0987426746017987,0.064619343638711,0.6353071026194584,0.2013308791400318,2,1.0,1.0,1.0,1.0,0.9987640449438202,0.9943258426966293,0.9863483146067415,0.9762359550561797,0.01699436872696003,0.9943162747147829,0.12206252677155593,0.9446460773424264,0.3059260153272773,0.8264080712765144,0.4930639308520386,0.6734949642878441,0.5755189273296053,0.6691422761755066,0.7332642193603959,0.43397622347942666
-0.3134702831694806,-0.2030235260225852,-1.0685862816961802,0.0725955102188905,0.0,3.899061393229839,7.847921107544407,-0.7443249581211364,0.6605697272033867,0.9765157878272188,0.0070423422924278,0.0097246393962731,0.0067172304840799,0,0.0567100591403603,0.0515604805553258,0.8287613527004728,0.062968107603841,2,0.124259674657675,0.6399986538309312,0.1076624517126022,0.1280792197987914,1,0.1742973891536081,0.1427625240540904,0.1595738714371269,0.5233662153551746,3,0.1172235086189274,0.1265852365946654,0.4844393502139539,0.2717519045724532,2,0.1765606602110071,0.42213811734895,0.1908046263513836,0.2104965960886591,1,0.995,0.95,0.895,0.835,0.9766071428571428,0.9285714285714286,0.8730357142857142,0.8073214285714284,0.09865783912084,0.9667911484309457,0.46555684877515957,0.7657932450966318,0.7559166022521929,0.5119194340321398,0.8758006063297186,0.3490688262015665,0.8786591218676434,0.21268744564150072,0.9480789080897812,0.21164152126029093
-0.233798305901493,1.2089343555899028,-0.7612679613681131,-1.1000562389795354,0.0120977352873189,0.0,0.0,-0.8049442802159514,0.3268604330590092,0.0018127654997083,0.9833084975086694,0.0075204908275443,0.0073582461640779,1,0.0490056767791417,0.8906609333654002,0.0184695654526671,0.0418638244027909,1,0.0822552260624654,0.0471277712483897,0.7668328435049103,0.1037841591842346,2,0.1484485843263367,0.6621166166406116,0.1145009778574275,0.074933821175624,1,0.6378922885664757,0.1536271205003564,0.0972671512739614,0.1112134396592064,0,0.5284111147996816,0.1169428214783662,0.1563423702311661,0.1983036934907859,0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999397590361446,0.9981927710843375,0.07279447987675144,0.9757880066811252,0.3300127041563762,0.8416552565862585,0.5685218658316311,0.6630486843206758,0.7202481028542798,0.5136680323142749,0.7541582832894699,0.4842651680661193,0.8648977996278895,0.3301074213088957
0.090665899949084,-0.0318775725928484,-0.7610277476650874,0.8646320659541455,0.0,4.996636587799872,0.0,0.0420854714881034,0.068401068595,0.0003941684307697,0.0034383431325984,0.9894384607765464,0.0067290276600854,2,0.0601470176761129,0.0294119198897645,0.0070169013966124,0.90342416103751,3,0.7604431651849354,0.0225836521838386,0.0674263416632076,0.1495468409680184,0,0.2234568181505477,0.0974965437213072,0.638613720470095,0.0404329176580499,2,0.1442605758617213,0.6969128074920109,0.0909031756738095,0.0679234409724583,1,0.1359551526792515,0.0731439700937403,0.5100910341982741,0.2808098430287341,2,1.0,1.0,0.995,0.985,0.9987640449438202,0.9943258426966293,0.9814044943820225,0.962303370786517,0.048153060209412395,0.982709433116461,0.28806462813109257,0.8432771433613971,0.5481123233823153,0.610896324216917,0.7054255099843894,0.4151569023195473,0.6720169276448623,0.5526522316302895,0.8386462524826276,0.22928119116954
