solar_power,solar_seas_ind,wind_power,wind_std,offshore_wind_potential,hydro_potential,geothermal_potential,evi,res_area,mu_1.5_0,mu_1.5_1,cluster_hard_1.5,mu_1.8_0,mu_1.8_1,cluster_hard_1.8,mu_2.1_0,mu_2.1_1,cluster_hard_2.1,mu_2.4_0,mu_2.4_1,cluster_hard_2.4,mu_2.7_0,mu_2.7_1,cluster_hard_2.7,mu_3.0_0,mu_3.0_1,cluster_hard_3.0,st_0.8_const_ass,st_1_const_ass,st_1.2_const_ass,st_1.4_const_ass,st_0.8_thr_0.5,st_1_thr_0.5,st_1.2_thr_0.5,st_1.4_thr_0.5,fuz_1.5_entropy,fuz_1.8_entropy,fuz_2.1_entropy,fuz_2.4_entropy,fuz_2.7_entropy,fuz_3.0_entropy,fuz_1.5_gap,fuz_1.8_gap,fuz_2.1_gap,fuz_2.4_gap,fuz_2.7_gap,fuz_3.0_gap
-0.2064519280106487,-0.3225483673879019,-0.9509816603330948,-0.966827627825214,0.0153121568638034,0.0,0.0,-1.3193518911407198,0.4928639753505793,0.962711774380283,0.0372882256197169,0,0.8760584718529016,0.1239415281470982,0,0.7916759812919407,0.2083240187080593,0,0.7251827246085211,0.2748172753914789,0,0.3250846233762485,0.6749153766237515,1,0.6367007218594297,0.3632992781405703,0,1.0,1.0,0.995,0.985,0.9756818181818182,0.9622222222222222,0.9372826086956522,0.9067021276595745,0.229717567365472,0.5405855300856256,0.7382669257982319,0.8482925080875253,0.9098253299137653,0.945387802713808,0.9254235487605661,0.7521169437058034,0.5833519625838814,0.4503654492170422,0.34983075324750296,0.27340144371885944
-0.561427857559377,0.9947836409304918,-0.3968057935287523,0.4759578676737702,1.5988351967462735,0.0,3.902869739589307,0.1408326641729972,-0.3109090742408135,0.8493174593491564,0.1506825406508436,0,0.7340443988566213,0.2659556011433786,0,0.6663304144663303,0.3336695855336697,0,0.6245804467187107,0.3754195532812892,0,0.4036025671739932,0.5963974328260069,1,0.5758963802696365,0.4241036197303635,0,0.985,0.955,0.91,0.885,0.9507777777777777,0.9208888888888886,0.8658695652173912,0.8340217391304349,0.6115457305368825,0.8356011243105278,0.9186317192956307,0.9547426575753345,0.9730189914415945,0.9833149797730051,0.6986349186983127,0.46808879771324274,0.33266082893266063,0.24916089343742154,0.1927948656520137,0.15179276053927304
0.2544680250084374,-0.4665960840683898,-1.1666176599924154,-0.2105584176856822,0.0,5.883476661228941,0.0,1.190185707465102,-1.5412130676763909,0.0636666279971883,0.9363333720028116,1,0.1763245877596547,0.8236754122403452,1,0.2626318939996887,0.7373681060003113,1,0.3215508262063937,0.6784491737936064,1,0.6370877065510915,0.3629122934489086,0,0.3932425732494692,0.6067574267505309,1,1.0,0.995,0.985,0.955,0.9467500000000001,0.9143037974683543,0.8803846153846152,0.8281410256410257,0.3418312954405408,0.6719702408953536,0.8306920226962696,0.9060599575703744,0.9450740881968958,0.9668602456439286,0.8726667440056234,0.6473508244806905,0.4747362120006226,0.35689834758721267,0.2741754131021829,0.2135148535010617
0.4959835036244664,-0.3430133308763509,-1.0776524090976156,0.9182455463848296,0.0,5.397922141803567,2.313208124609893,1.190185707465102,-0.1166286905601835,0.0434752226351986,0.9565247773648016,1,0.1386263144762889,0.861373685523711,1,0.2223838920007294,0.7776161079992706,1,0.2851464837733694,0.7148535162266305,1,0.6681325693741396,0.3318674306258604,0,0.3674199258645695,0.6325800741354306,1,1.0,0.995,0.985,0.975,0.9467500000000001,0.9149367088607593,0.8817948717948718,0.8439102564102564,0.25800511970341644,0.5806299164237847,0.764496592111018,0.8623688352196378,0.9168229508429877,0.9486704233813927,0.9130495547296029,0.722747371047422,0.5552322159985412,0.42970703245326114,0.3362651387482792,0.2651601482708611
-0.0240603479654237,0.0894740110591017,-0.5314995714512915,0.446804037942305,4.4977197044056,6.103004279062644,4.690440861833855,1.351653748934749,-0.5508126207123122,0.1396602460659832,0.8603397539340167,1,0.2526655495026524,0.7473344504973475,1,0.3226378357435995,0.6773621642564005,1,0.3680803978312447,0.6319196021687553,1,0.6005948237053433,0.3994051762946565,0,0.422082662026415,0.577917337973585,1,1.0,1.0,1.0,0.995,0.9467500000000001,0.9182278481012659,0.8909615384615385,0.8571153846153845,0.5833483346651736,0.8154756499728778,0.9072269729626256,0.949186759833811,0.9706015812813262,0.9824108765496761,0.7206795078680335,0.49466890099469507,0.354724328512801,0.2638392043375106,0.20118964741068684,0.15583467594717004
-0.0309303799550844,-0.3657849756771563,-1.313397729650663,1.7377488018108478,0.0,6.198437988104871,2.644622694485655,1.351653748934749,-2.0790160213493336,0.0716213963256714,0.9283786036743286,1,0.1793075505062951,0.8206924494937049,1,0.2614965999731526,0.7385034000268474,1,0.319341814735795,0.680658185264205,1,0.6391887192177415,0.3608112807822584,0,0.3915328291407705,0.6084671708592295,1,1.0,1.0,1.0,0.99,0.9467500000000001,0.9182278481012659,0.8909615384615385,0.8557792207792209,0.3719454595070582,0.6785598788294911,0.8289963751717242,0.9036642690911034,0.9433545531716705,0.9657816161052873,0.8567572073486571,0.6413848989874098,0.47700680005369483,0.36131637052841,0.27837743843548307,0.21693434171845905
-0.0565402617015599,0.0840478238660525,-0.6416265944376016,-0.9990096401046104,3.834083055207811,6.280597575283069,4.874963716079575,0.9100139218230444,0.1166224768220739,0.1399586720514549,0.8600413279485449,1,0.253586382551594,0.746413617448406,1,0.3235564108949927,0.6764435891050072,1,0.3688269953004303,0.6311730046995696,1,0.600017271155396,0.3999827288446039,0,0.4225261751305886,0.5774738248694115,1,1.0,1.0,1.0,0.995,0.9467500000000001,0.9182278481012659,0.8909615384615385,0.8571153846153845,0.5841305672352544,0.8169130796970612,0.9082070754878774,0.9497671686990063,0.9709404905769751,0.9826113560700946,0.7200826558970901,0.49282723489681196,0.35288717821001453,0.2623460093991393,0.20003454231079215,0.15494764973882286
-0.5330994841208716,1.072113966004654,-1.1202171761219222,0.6077230646190462,3.0682031580798728,6.367270449969204,3.985824963916142,0.9100139218230444,-2.0790160213493336,0.0779913418746739,0.9220086581253262,1,0.1853747045831197,0.8146252954168803,1,0.2664238002271054,0.7335761997728946,1,0.3235554295168805,0.6764445704831195,1,0.6355565763414572,0.3644434236585427,0,0.3946096168766623,0.6053903831233376,1,1.0,1.0,1.0,1.0,0.9467500000000001,0.9182278481012659,0.8909615384615385,0.8591025641025641,0.39506170894858766,0.6916947961225506,0.8362860773600211,0.9082060313451394,0.9463098587124545,0.967709957797613,0.8440173162506522,0.6292505908337607,0.4671523995457892,0.35288914096623897,0.2711131526829145,0.2107807662466753
0.7315580221789719,-0.3716660397483853,-0.9256558463995692,0.9310907324258156,0.0001793903950924,5.493045825231517,0.0,0.6678281946391341,0.452137250136495,0.0689688531421948,0.9310311468578052,1,0.1868783326787794,0.8131216673212205,1,0.2726263655372087,0.7273736344627912,1,0.3293520748362353,0.6706479251637646,1,0.6313362908927941,0.368663709107206,0,0.3974047963458272,0.6025952036541727,1,1.0,0.995,0.97,0.945,0.9467500000000001,0.9149367088607593,0.8701923076923075,0.829025974025974,0.3620637775383769,0.6948953055726044,0.8452081121280256,0.9142630207379911,0.9496405243769741,0.9694122398673392,0.8620622937156104,0.6262433346424411,0.45474726892558254,0.3412958503275293,0.2626725817855881,0.20519040730834553
0.6604700803558611,-0.5666906231220922,-0.7069230756537428,-1.362887577494703,1.6615618998291348,0.0,1.3837324179845891,-0.3656328270804307,0.0188225807230595,0.9855691565966046,0.0144308434033953,0,0.921004050997938,0.0789959490020619,0,0.8383828950413676,0.1616171049586323,0,0.7656880850310686,0.2343119149689314,0,0.292137195962371,0.707862804037629,1,0.6627805059006832,0.3372194940993168,0,1.0,0.995,0.99,0.985,0.9756818181818182,0.9575555555555555,0.9319565217391304,0.906276595744681,0.10890864465972704,0.3986314358341979,0.6381641857819483,0.785452538421163,0.8714660247296383,0.9221330663917987,0.9711383131932093,0.8420081019958762,0.6767657900827353,0.5313761700621371,0.41572560807525805,0.3255610118013664
