solar_power,solar_seas_ind,wind_power,wind_std,offshore_wind_potential,hydro_potential,geothermal_potential,evi,res_area,mu_1.5_0,mu_1.5_1,mu_1.5_2,cluster_hard_1.5,mu_1.8_0,mu_1.8_1,mu_1.8_2,cluster_hard_1.8,mu_2.1_0,mu_2.1_1,mu_2.1_2,cluster_hard_2.1,mu_2.4_0,mu_2.4_1,mu_2.4_2,cluster_hard_2.4,mu_2.7_0,mu_2.7_1,mu_2.7_2,cluster_hard_2.7,mu_3.0_0,mu_3.0_1,mu_3.0_2,cluster_hard_3.0,st_0.8_const_ass,st_1_const_ass,st_1.2_const_ass,st_1.4_const_ass,st_0.8_thr_0.5,st_1_thr_0.5,st_1.2_thr_0.5,st_1.4_thr_0.5,fuz_1.5_entropy,fuz_1.8_entropy,fuz_2.1_entropy,fuz_2.4_entropy,fuz_2.7_entropy,fuz_3.0_entropy,fuz_1.5_gap,fuz_1.8_gap,fuz_2.1_gap,fuz_2.4_gap,fuz_2.7_gap,fuz_3.0_gap
-0.532187978180632,-0.5699151130743798,-0.8304966287964713,-0.2058166376201343,0.0,6.814512934606599,0.0,-0.0064144180633313,0.3464409941590062,0.0003246775805036,0.0013106731154451,0.9983646493040512,2,0.978090450083042,0.0150961648800659,0.0068133850368919,0,0.0268546115718028,0.0442070771560351,0.928938311272162,2,0.079263623281175,0.0705239715299314,0.8502124051888936,2,0.107448385802803,0.7805982396126704,0.1119533745845265,1,0.7228924817436151,0.13736457350132,0.1397429447550648,0,1.0,0.995,0.99,0.99,0.9968103448275861,0.9870114942528735,0.9744396551724138,0.9640229885057472,0.011779644084003373,0.10828369467719698,0.27625085624021306,0.478704103392776,0.6173071346052228,0.7120499030889482,0.9970539761886061,0.962994285202976,0.8847312341161269,0.7709487819077186,0.6686448650281439,0.5831495369885503
-0.8161140533842517,-0.4272771983497028,-0.4593090951032952,0.1019931581913406,0.0,0.0,0.0,-0.2037718718315327,-0.2617257147864028,0.0011206276898768,0.9976476033320832,0.00123176897804,1,0.0136268502988998,0.9713145247802556,0.0150586249208445,1,0.0498930721544364,0.9106790981502166,0.0394278296953469,1,0.7620209599050115,0.1749980776968061,0.0629809623981823,0,0.2685876353526524,0.0843138032026589,0.6470985614446887,2,0.1040739134805174,0.319103273106624,0.5768228134128585,2,1.0,1.0,1.0,1.0,0.9917598475222363,0.9864104193138501,0.9776819923371647,0.9602313624678662,0.016580023077071994,0.13652690879003004,0.32974495455612973,0.6246595719654379,0.7675674909589824,0.8350129224530075,0.9964158343540432,0.9562558998594111,0.8607860259957802,0.5870228822082054,0.3785109260920363,0.25771954030623445
-0.7660163777555338,-0.427987440900394,-0.4746407254854625,-0.0191396963096143,0.0,0.0,0.0,-0.179527728512296,-1.294506068297088,0.0033754815689554,0.9928603904151896,0.003764128015855,1,0.0282673795733794,0.9408905368773316,0.0308420835492887,1,0.0828143820576112,0.8508230869246876,0.0663625310177014,1,0.67052530395843,0.2386795894467359,0.090795106594834,0,0.3232932400145412,0.1104014896933851,0.5663052702920736,2,0.1289639690840472,0.3585636152229373,0.5124724156930154,2,1.0,1.0,0.995,0.975,0.9917598475222363,0.9864104193138501,0.9728160919540231,0.9369794344473008,0.04308792428339683,0.2416007751815699,0.4767571093205379,0.7534743857941385,0.8468493705627284,0.8870276334125335,0.9890962623993346,0.9100484533280429,0.7680087048670764,0.4318457145116941,0.24301203027753238,0.1539088004700781
0.9326113127339924,-0.1660709269138201,-1.112009207537694,0.2290620724157686,0.0,6.98852416368849,0.0,0.719838845374418,-0.496534096961873,0.0004581682107125,0.0018532252737669,0.9976886065155204,2,0.9728827389760596,0.0187154835268063,0.0084017774971342,0,0.0310460640009476,0.0515348334002319,0.9174191025988204,2,0.0889705523556562,0.0779168577612344,0.8331125898831092,2,0.116390643755905,0.7608597548567853,0.1227496013873095,1,0.7024247587802229,0.146856094090433,0.150719147129344,0,1.0,1.0,1.0,1.0,0.9968103448275861,0.9919683908045979,0.9842528735632183,0.9735919540229885,0.015919687191671177,0.12867022576269566,0.30920853197450804,0.5154024893400436,0.6515143852027786,0.7418760569885382,0.9958353812417535,0.9541672554492533,0.8658842691985885,0.744142037527453,0.6381101534694757,0.551705611650879
0.9420313884932384,-0.137647180358127,-0.6997087109827426,-0.0907270065240308,0.0,8.128194463563277,0.0,0.762639282045495,0.7611573606561607,0.0014086965795298,0.0042326652383919,0.9943586381820784,2,0.9511515829042326,0.0318243433565024,0.017024073739265,0,0.0507122126032251,0.0749253576524708,0.874362429744304,2,0.1149237867214402,0.1048090751995369,0.7802671380790228,2,0.1436328327769801,0.7077797124631658,0.1485874547598541,1,0.6520824958692508,0.1726688935161404,0.1752486106146087,0,1.0,1.0,1.0,1.0,0.9968103448275861,0.9919683908045979,0.9842528735632183,0.9735919540229885,0.034593488032348414,0.206343777128677,0.4212099440074709,0.6177283694257139,0.734233005808587,0.8076520119269363,0.9901259729436864,0.9193272395477302,0.7994370720918332,0.6653433513575826,0.5591922577033117,0.4768338852546421
0.4207698515242252,-0.191618399395906,-1.2028342769038691,-0.170020816344447,0.0,7.324554419468735,0.0,0.3330806542564464,-0.1976960200561525,0.0002370923573386,0.0008434796751144,0.9989194279675472,2,0.9825435267899684,0.0117505526666336,0.0057059205433976,0,0.0240552424585876,0.0377856088967267,0.9381591486446856,2,0.0711558758407167,0.0640243652502962,0.8648197589089871,2,0.1004091068441277,0.7953534109652771,0.1042374821905952,1,0.7357258138827508,0.1311081713372116,0.1331660147800375,0,1.0,1.0,1.0,0.995,0.9968103448275861,0.9919683908045979,0.9842528735632183,0.9687787356321841,0.008218677562967564,0.09011294093688972,0.2487963312927996,0.44567898815302576,0.5903732200417432,0.6923763511101783,0.9980759482924327,0.9707929741233348,0.900373539747959,0.7936638830682704,0.691115928774682,0.6025597991027133
0.2795736668268873,-0.032408756439118,-0.9609157222362608,-0.3105709567785358,0.0,7.803535215436711,0.0,0.514775371923442,0.8277933207485617,0.0008135741426109,0.0024289292392317,0.9967574966181574,2,0.9648790735564208,0.0228263626984145,0.0122945637451647,0,0.040876541031093,0.0599138365278192,0.8992096224410877,2,0.0977601846468121,0.0900971689088729,0.812142646444315,2,0.1281396767509126,0.740263637443831,0.1315966858052563,1,0.6826860249898051,0.157901555123546,0.1594124198866488,0,1.0,1.0,1.0,1.0,0.9968103448275861,0.9919683908045979,0.9842528735632183,0.9735919540229885,0.021525301987849462,0.15916048165205485,0.3594261500283067,0.5581201041720119,0.6852221740256488,0.7689426960760429,0.9943285673789257,0.9420527108580062,0.8392957859132685,0.7143824617975029,0.6086669516385746,0.5232736051031563
0.1261404676964868,0.0282910000331556,-0.9184017157097504,-0.2574002046926709,0.0,7.762986204377333,0.0,0.4740647087496964,0.4906306407489861,0.0004347266666612,0.0012883047522242,0.9982769685811148,2,0.9758667210486812,0.0156543934932844,0.0084788854580342,0,0.0319507766950216,0.0465988567516519,0.9214503665533263,2,0.0817322657739247,0.0756977701033731,0.8425699641227021,2,0.1126850100048517,0.7719782634634654,0.1153367265316828,1,0.7128215675373168,0.1430790705603715,0.1440993619023115,0,1.0,1.0,1.0,1.0,0.9968103448275861,0.9919683908045979,0.9842528735632183,0.9735919540229885,0.012433509767659029,0.1177493195608935,0.2988181862221778,0.4955252385320602,0.632536268019705,0.7269726021422123,0.9969886638288906,0.9602123275553969,0.8748515098016745,0.7608376983487775,0.6566415369317826,0.5687222056350053
-0.1367207447160344,0.0372256465174327,-0.5278754676243138,0.4948179647410806,0.0,0.0,0.0,-0.4436206097557503,-0.54565127124306,0.000659212145994,0.998661284035824,0.000679503818182,1,0.0094863594330687,0.9795600964319012,0.0109535441350301,1,0.0405333854218081,0.928555735925836,0.0309108786523558,1,0.7912880184378425,0.1557902869319365,0.052921694630221,0,0.2511139087688583,0.0735876470114705,0.6752984442196711,2,0.0928528803628815,0.3065500907296077,0.6005970289075108,2,1.0,1.0,1.0,0.99,0.9917598475222363,0.9864104193138501,0.9776819923371647,0.9513110539845758,0.010124224172826235,0.10364110906217297,0.2787428315612544,0.5738341143794038,0.7319548413001918,0.8095185033088372,0.997981780217642,0.9686065522968711,0.8880223505040279,0.6354977315059059,0.4241845354508128,0.29404693817790306
0.6976271216337192,-0.337963716205663,-1.3496376412023423,0.2633963068724972,0.0,6.80990180461782,0.0,0.558096307432278,-0.3191009371172783,0.0004209467637146,0.0018298402027397,0.9977492130335456,2,0.9737527484356746,0.0183587724342631,0.007888479130062,0,0.0295140048017462,0.0504921545974533,0.9199938406008004,2,0.0878609620798642,0.0759085816032381,0.8362304563168976,2,0.1143447717476276,0.764168187972661,0.1214870402797112,1,0.7058957509910715,0.1447990937637309,0.1493051552451975,0,1.0,1.0,1.0,1.0,0.9968103448275861,0.9919683908045979,0.9842528735632183,0.9735919540229885,0.015523874646829309,0.12514918821084,0.3017058352071,0.5087763602655662,0.6458925684483833,0.7369376694390202,0.9959193728308059,0.9553939760014115,0.8695016860033471,0.7483694942370335,0.6426811476929497,0.556590595745874
0.7051130876523019,-0.359778157043908,-1.314881773933924,0.3245316111781671,0.0,0.0,0.0,0.4787641566943829,0.0567246435820429,0.0026665451122666,0.9933202756435274,0.0040131792442059,1,0.0278620771492892,0.9473262408611162,0.0248116819895945,1,0.0674324999062424,0.8689456446349293,0.0636218554588281,1,0.7247051183426708,0.187620051057948,0.0876748305993811,0,0.2701053755577007,0.1116396166430404,0.6182550077992588,2,0.1331380648024373,0.3149729145104252,0.5518890206871374,2,1.0,1.0,1.0,1.0,0.9917598475222363,0.9864104193138501,0.9776819923371647,0.9602313624678662,0.040603326772388815,0.22094804879548785,0.4361599104800653,0.6924286915507,0.8152199755540098,0.8741766021395364,0.9893070963993216,0.9194641637118269,0.801513144728687,0.5370850672847228,0.3481496322415581,0.23691610617671222
0.8742996238496111,-0.3387407593669863,-1.2664288878217165,0.3840425396205178,0.0,0.0,0.0,0.3987086304204286,0.0338556100016582,0.0026863460375332,0.9932128729354578,0.0041007810270089,1,0.0283287359270423,0.9466822575490624,0.024989006523895,1,0.0678444741627203,0.8676571457454981,0.0644983800917816,1,0.722688569838842,0.1885046868930236,0.0888067432681342,0,0.2710178442001557,0.1128174604391802,0.616164695360664,2,0.1342697474728975,0.3156433429765821,0.5500869095505205,2,1.0,1.0,0.99,0.99,0.9917598475222363,0.9864104193138501,0.9679182630906771,0.9506298200514138,0.04114857189110318,0.2230295398160841,0.43919680192111926,0.6956819136475629,0.8177325664469042,0.8759759357060196,0.9891120919084488,0.9183535216220201,0.7998126715827778,0.5341838829458184,0.3451468511605083,0.23444356657393844
0.5909679809146677,-0.3640552617164062,-1.296755915614562,0.3761567114255091,0.0,7.22214910971894,0.0,0.6125676915684576,-0.0902729945091378,0.0003844457745435,0.0014922812225034,0.9981232730029532,2,0.97591205697683,0.016507684367858,0.0075802586553118,0,0.029002946958792,0.0474890527270785,0.9235080003141296,2,0.0841669154874423,0.0737468145301596,0.8420862699823982,2,0.1118503346740568,0.7700281346557184,0.1181215306702246,1,0.7108290303788689,0.142604514589351,0.1465664550317801,0,1.0,1.0,1.0,1.0,0.9968103448275861,0.9919683908045979,0.9842528735632183,0.9735919540229885,0.013297756303571414,0.11701147021514655,0.2920784891089204,0.49636030837780876,0.6358577858843903,0.7298467534522354,0.9966309917804498,0.959404372608972,0.8760189475870511,0.757919354494956,0.6519066039854938,0.5642625753470888
0.5876051170564143,-0.3493066957203035,-1.2897959851481544,0.3960217148361791,0.0,0.0,0.0,0.2416900452634044,0.8480726172527443,0.0036433987281751,0.9910920000696548,0.0052646012021701,1,0.0329841972267647,0.9369024602853212,0.030113342487914,1,0.0770451064776734,0.8515086080913816,0.0714462854309448,1,0.702274564338994,0.2028322186459428,0.0948932170150631,0,0.2820609915059055,0.1180016529588915,0.5999373555352029,2,0.138902082389933,0.3232480724368816,0.5378498451731853,2,1.0,1.0,1.0,0.99,0.9917598475222363,0.9864104193138501,0.9776819923371647,0.950642673521851,0.05183570806342717,0.2540271399101916,0.47596784040440726,0.7238886667284951,0.8334948041328548,0.8854877227982926,0.9858273988674847,0.9039182630585565,0.7744635016137082,0.49944234569305124,0.31787636402929736,0.21460177273630376
0.4970097587434023,-0.3542835330567496,-1.2897959851481544,0.3960217148361791,0.0,0.0,0.0,0.0919823961123079,0.8566668298294126,0.0034715387385241,0.991589789221734,0.0049386720397417,1,0.0317645138860035,0.938919414643878,0.0293160714701183,1,0.0758687270772766,0.8544087849181139,0.0697224880046094,1,0.7044341101605983,0.2022324055473608,0.0933334842920408,0,0.2822272975962394,0.1163870455515763,0.6013856568521841,2,0.1372437720184019,0.3237470115266826,0.5390092164549153,2,1.0,1.0,1.0,0.985,0.9917598475222363,0.9864104193138501,0.9776819923371647,0.945745501285347,0.04939159900497426,0.2477846361405011,0.46947510806503784,0.7203533460461914,0.831207430006334,0.8836649049063077,0.9866511171819923,0.9071549007578744,0.7785400578408372,0.5022017046132375,0.31915835925594477,0.21526220492823267
